Código,Nombre,Descripción,Pes,Coste
PA.I04.BRU.90X8,Passamà inox 304 brut 90x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,5.88,4.2
PA.I04.BRU.90X10,Passamà inox 304 brut 90x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,7.35,4.2
PA.I04.BRU.90X12,Passamà inox 304 brut 90x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,8.82,4.2
PA.I04.BRU.90X14,Passamà inox 304 brut 90x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,10.29,4.2
PA.I04.BRU.90X15,Passamà inox 304 brut 90x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,11.02,4.2
PA.I04.BRU.90X16,Passamà inox 304 brut 90x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,11.64,4.2
PA.I04.BRU.90X18,Passamà inox 304 brut 90x18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,13.1,4.2
PA.I04.BRU.90X20,Passamà inox 304 brut 90x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,14.52,4.2
PA.I04.BRU.90X25,Passamà inox 304 brut 90x25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,18.23,4.2
PA.I04.BRU.90X30,Passamà inox 304 brut 90x30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,21.84,4.2
PA.I04.BRU.90X40,Passamà inox 304 brut 90x40,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,29.15,4.2
PA.I04.BRU.100X5,Passamà inox 304 brut 100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,4.13,4.2
PA.I04.BRU.100X6,Passamà inox 304 brut 100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,4.95,4.2
PA.I04.BRU.100X8,Passamà inox 304 brut 100x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,6.48,4.2
PA.I04.BRU.100X10,Passamà inox 304 brut 100x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,8.16,4.2
PA.I04.BRU.100X12,Passamà inox 304 brut 100x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,9.8,4.2
PA.I04.BRU.100X14,Passamà inox 304 brut 100x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,11.44,4.2
PA.I04.BRU.100X15,Passamà inox 304 brut 100x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,12.27,4.2
PA.I04.BRU.100X16,Passamà inox 304 brut 100x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,12.98,4.2
PA.I04.BRU.100X18,Passamà inox 304 brut 100x18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,14.52,4.2
PA.I04.BRU.100X20,Passamà inox 304 brut 100x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,16.17,4.2
PA.I04.BRU.100X25,Passamà inox 304 brut 100x25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,20.19,4.2
PA.I04.BRU.100X30,Passamà inox 304 brut 100x30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,24.31,4.2
PA.I04.BRU.100X40,Passamà inox 304 brut 100x40,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,32.34,4.2
PA.I04.BRU.110X6,Passamà inox 304 brut 110x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,5.44,4.2
PA.I04.BRU.110X8,Passamà inox 304 brut 110x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,7.19,4.2
PA.I04.BRU.110X10,Passamà inox 304 brut 110x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,8.95,4.2
PA.I04.BRU.120X6,Passamà inox 304 brut 120x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,5.93,4.2
PA.I04.BRU.120X8,Passamà inox 304 brut 120x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,7.84,4.2
PA.I04.BRU.120X10,Passamà inox 304 brut 120x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,9.8,4.2
PA.I04.BRU.120X12,Passamà inox 304 brut 120x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,11.75,4.2
PA.I04.BRU.120X14,Passamà inox 304 brut 120x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,13.73,4.2
PA.I04.BRU.120X15,Passamà inox 304 brut 120x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,14.66,4.2
PA.I04.BRU.120X16,Passamà inox 304 brut 120x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,15.55,4.2
PA.I04.BRU.120X18,Passamà inox 304 brut 120x18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,17.51,4.2
PA.I04.BRU.120X20,Passamà inox 304 brut 120x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,19.36,4.2
PA.I04.BRU.120X25,Passamà inox 304 brut 120x25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,24.31,4.2
PA.I04.BRU.120X30,Passamà inox 304 brut 120x30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,29.15,4.2
PA.I04.BRU.120X40,Passamà inox 304 brut 120x40,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,38.81,4.2
PA.I04.BRU.130X6,Passamà inox 304 brut 130x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,6.43,4.2
PA.I04.BRU.130X8,Passamà inox 304 brut 130x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,8.49,4.2
PA.I04.BRU.130X10,Passamà inox 304 brut 130x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,10.61,4.2
PA.I04.BRU.140X6,Passamà inox 304 brut 140x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,6.92,4.2
PA.I04.BRU.140X8,Passamà inox 304 brut 140x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,9.14,4.2
PA.I04.BRU.140X10,Passamà inox 304 brut 140x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,11.44,4.2
PA.I04.BRU.140X12,Passamà inox 304 brut 140x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,13.73,4.2
PA.I04.BRU.140X14,Passamà inox 304 brut 140x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,16.02,4.2
PA.I04.BRU.140X15,Passamà inox 304 brut 140x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,17.16,4.2
PA.I04.BRU.140X16,Passamà inox 304 brut 140x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,18.13,4.2
PA.I04.BRU.140X20,Passamà inox 304 brut 140x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,22.66,4.2
PA.I04.BRU.140X25,Passamà inox 304 brut 140x25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,28.33,4.2
PA.I04.BRU.140X30,Passamà inox 304 brut 140x30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,33.99,4.2
PA.I04.BRU.150X6,Passamà inox 304 brut 150x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,7.41,4.2
PA.I04.BRU.150X8,Passamà inox 304 brut 150x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,9.8,4.2
PA.I04.BRU.150X10,Passamà inox 304 brut 150x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,10.4,4.2
PA.I04.BRU.150X12,Passamà inox 304 brut 150x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,14.66,4.2
PA.I04.BRU.150X14,Passamà inox 304 brut 150x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,17.16,4.2
PA.I04.BRU.150X15,Passamà inox 304 brut 150x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,18.41,4.2
PA.I04.BRU.150X16,Passamà inox 304 brut 150x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,19.36,4.2
PA.I04.BRU.150X20,Passamà inox 304 brut 150x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,24.31,4.2
PA.I04.BRU.150X25,Passamà inox 304 brut 150x25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,30.28,4.2
PA.I04.BRU.150X30,Passamà inox 304 brut 150x30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,36.36,4.2
PA.I04.BRU.160X8,Passamà inox 304 brut 160x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,10.4,4.2
PA.I04.BRU.160X10,Passamà inox 304 brut 160x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,13.1,4.2
PA.I04.BRU.160X12,Passamà inox 304 brut 160x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,15.7,4.2
PA.I04.BRU.160X14,Passamà inox 304 brut 160x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,18.3,4.2
PA.I04.BRU.160X15,Passamà inox 304 brut 160x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,19.03,4.2
PA.I04.BRU.160X16,Passamà inox 304 brut 160x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,20.7,4.2
PA.I04.BRU.160X20,Passamà inox 304 brut 160x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,25.85,4.2
PA.I04.BRU.180X8,Passamà inox 304 brut 180x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,11.75,4.2
PA.I04.BRU.180X10,Passamà inox 304 brut 180x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,14.66,4.2
PA.I04.BRU.180X12,Passamà inox 304 brut 180x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,17.68,4.2
PA.I04.BRU.180X14,Passamà inox 304 brut 180x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,20.59,4.2
PA.I04.BRU.180X15,Passamà inox 304 brut 180x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,22.05,4.2
PA.I04.BRU.180X16,Passamà inox 304 brut 180x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,23.28,4.2
PA.I04.BRU.180X20,Passamà inox 304 brut 180x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,29.15,4.2
PA.I04.BRU.200X8,Passamà inox 304 brut 200x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,13.06,4.2
PA.I04.BRU.200X10,Passamà inox 304 brut 200x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,16.33,4.2
PA.I04.BRU.200X12,Passamà inox 304 brut 200x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,19.59,4.2
PA.I04.BRU.200X14,Passamà inox 304 brut 200x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,22.86,4.2
PA.I04.BRU.200X15,Passamà inox 304 brut 200x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,24.49,4.2
PA.I04.BRU.200X16,Passamà inox 304 brut 200x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,25.87,4.2
PA.I04.BRU.200X18,Passamà inox 304 brut 200x18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,29.11,4.2
PA.I04.BRU.200X20,Passamà inox 304 brut 200x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,32.34,4.2
PA.I04.BRU.200X25,Passamà inox 304 brut 200x25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,40.43,4.2
PA.I04.BRU.200X30,Passamà inox 304 brut 200x30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,48.51,4.2
PA.I04.BRU.200X40,Passamà inox 304 brut 200x40,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,64.68,4.2
PA.I04.BRU.250X10,Passamà inox 304 brut 250x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,19.83,4.2
PA.I04.BRU.250X12,Passamà inox 304 brut 250x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,24.26,4.2
PA.I04.BRU.250X15,Passamà inox 304 brut 250x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,30.32,4.2
PA.I04.BRU.300X10,Passamà inox 304 brut 300x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,24.26,4.2
PA.I04.BRU.300X12,Passamà inox 304 brut 300x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,29.11,4.2
PA.I04.BRU.300X15,Passamà inox 304 brut 300x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,36.38,4.2
PA.I04.BRU.300X20,Passamà inox 304 brut 300x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,48.51,4.2
PA.I04.BRU.400X12,Passamà inox 304 brut 400x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,39.08,4.2
PA.I04.BRU.400X15,Passamà inox 304 brut 400x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,48.82,4.2
PA.I04.BRU.400X20,Passamà inox 304 brut 400x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 BRUT,65.1,4.2
PA.I04.SA.12X3,Passamà inox 304 satinat 12x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.3,4.8
PA.I04.SA.14X3,Passamà inox 304 satinat 14x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.35,4.8
PA.I04.SA.14X4,Passamà inox 304 satinat 14x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.46,4.8
PA.I04.SA.14X5,Passamà inox 304 satinat 14x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.58,4.8
PA.I04.SA.14X6,Passamà inox 304 satinat 14x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.69,4.8
PA.I04.SA.16X3,Passamà inox 304 satinat 16x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.4,4.8
PA.I04.SA.16X4,Passamà inox 304 satinat 16x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.53,4.8
PA.I04.SA.16X5,Passamà inox 304 satinat 16x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.66,4.8
PA.I04.SA.16X6,Passamà inox 304 satinat 16x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.79,4.8
PA.I04.SA.20X3,Passamà inox 304 satinat 20x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.49,4.8
PA.I04.SA.20X4,Passamà inox 304 satinat 20x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.66,4.8
PA.I04.SA.20X5,Passamà inox 304 satinat 20x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.82,4.8
PA.I04.SA.20X6,Passamà inox 304 satinat 20x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.99,4.8
PA.I04.SA.20X7,Passamà inox 304 satinat 20x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.14,4.8
PA.I04.SA.20X8,Passamà inox 304 satinat 20x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.31,4.8
PA.I04.SA.20X10,Passamà inox 304 satinat 20x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.63,4.8
PA.I04.SA.25X3,Passamà inox 304 satinat 25x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.62,4.8
PA.I04.SA.25X4,Passamà inox 304 satinat 25x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.82,4.8
PA.I04.SA.25X5,Passamà inox 304 satinat 25x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.03,4.8
PA.I04.SA.25X6,Passamà inox 304 satinat 25x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.24,4.8
PA.I04.SA.25X7,Passamà inox 304 satinat 25x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.42,4.8
PA.I04.SA.25X8,Passamà inox 304 satinat 25x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.63,4.8
PA.I04.SA.25X10,Passamà inox 304 satinat 25x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.04,4.8
PA.I04.SA.30X3,Passamà inox 304 satinat 30x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.74,4.8
PA.I04.SA.30X4,Passamà inox 304 satinat 30x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.99,4.8
PA.I04.SA.30X5,Passamà inox 304 satinat 30x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.24,4.8
PA.I04.SA.30X6,Passamà inox 304 satinat 30x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.48,4.8
PA.I04.SA.30X7,Passamà inox 304 satinat 30x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.72,4.8
PA.I04.SA.30X8,Passamà inox 304 satinat 30x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.96,4.8
PA.I04.SA.30X10,Passamà inox 304 satinat 30x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.45,4.8
PA.I04.SA.30X12,Passamà inox 304 satinat 30x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.94,4.8
PA.I04.SA.30X14,Passamà inox 304 satinat 30x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,3.46,4.8
PA.I04.SA.30X15,Passamà inox 304 satinat 30x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,3.71,4.8
PA.I04.SA.35X3,Passamà inox 304 satinat 35x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.87,4.8
PA.I04.SA.35X4,Passamà inox 304 satinat 35x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.16,4.8
PA.I04.SA.35X5,Passamà inox 304 satinat 35x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.44,4.8
PA.I04.SA.35X6,Passamà inox 304 satinat 35x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.73,4.8
PA.I04.SA.35X7,Passamà inox 304 satinat 35x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2,4.8
PA.I04.SA.35X8,Passamà inox 304 satinat 35x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.29,4.8
PA.I04.SA.35X10,Passamà inox 304 satinat 35x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.86,4.8
PA.I04.SA.35X12,Passamà inox 304 satinat 35x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,3.43,4.8
PA.I04.SA.35X14,Passamà inox 304 satinat 35x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,4,4.8
PA.I04.SA.35X15,Passamà inox 304 satinat 35x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,4.28,4.8
PA.I04.SA.40X3,Passamà inox 304 satinat 40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,0.99,4.8
PA.I04.SA.40X4,Passamà inox 304 satinat 40x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.32,4.8
PA.I04.SA.40X5,Passamà inox 304 satinat 40x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.65,4.8
PA.I04.SA.40X6,Passamà inox 304 satinat 40x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.97,4.8
PA.I04.SA.40X7,Passamà inox 304 satinat 40x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.29,4.8
PA.I04.SA.40X8,Passamà inox 304 satinat 40x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.61,4.8
PA.I04.SA.40X10,Passamà inox 304 satinat 40x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,3.27,4.8
PA.I04.SA.40X12,Passamà inox 304 satinat 40x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,3.92,4.8
PA.I04.SA.40X14,Passamà inox 304 satinat 40x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,4.58,4.8
PA.I04.SA.40X15,Passamà inox 304 satinat 40x15,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,4.9,4.8
PA.I04.SA.40X16,Passamà inox 304 satinat 40x16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,5.17,4.8
PA.I04.SA.40X18,Passamà inox 304 satinat 40x18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,5.82,4.8
PA.I04.SA.40X20,Passamà inox 304 satinat 40x20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,6.47,4.8
PA.I04.SA.45X3,Passamà inox 304 satinat 45x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.11,4.8
PA.I04.SA.45X4,Passamà inox 304 satinat 45x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.48,4.8
PA.I04.SA.45X5,Passamà inox 304 satinat 45x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.86,4.8
PA.I04.SA.45X6,Passamà inox 304 satinat 45x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.23,4.8
PA.I04.SA.45X7,Passamà inox 304 satinat 45x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.57,4.8
PA.I04.SA.45X8,Passamà inox 304 satinat 45x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.94,4.8
PA.I04.SA.45X10,Passamà inox 304 satinat 45x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,3.67,4.8
PA.I04.SA.45X12,Passamà inox 304 satinat 45x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,4.41,4.8
PA.I04.SA.50X4,Passamà inox 304 satinat 50x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,1.65,4.8
PA.I04.SA.50X5,Passamà inox 304 satinat 50x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.06,4.8
PA.I04.SA.50X6,Passamà inox 304 satinat 50x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.48,4.8
PA.I04.SA.50X7,Passamà inox 304 satinat 50x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,2.86,4.8
PA.I04.SA.50X8,Passamà inox 304 satinat 50x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,3.27,4.8
PA.I04.SA.50X10,Passamà inox 304 satinat 50x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,4.09,4.8
PA.I04.SA.50X12,Passamà inox 304 satinat 50x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,4.9,4.8
PA.I04.SA.50X14,Passamà inox 304 satinat 50x14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/PASSAMÀ 04 SATI,5.62,4.8
